"X","Occupancy","DmgFnId","Source","Description","depth","damage","depth_m","Floors","Basement","salt_water","duration","foundation","fema_zone"
85,"RES1","127","FIA","three or more floors, w/ basement, structure, v-zone",10,0.45,3.048,3,1,NA,NA,NA,"v-zone"
86,"RES1","128","FIA","split level, w/ basement, structure, v-zone",10,0.52,3.048,1,1,NA,NA,NA,"v-zone"
87,"RES1","129","USACE - IWR","one story, no basement, structure",10,0.73,3.048,1,0,NA,NA,NA,NA
88,"RES1","130","USACE - IWR","two or more stories, no basement, structure",10,0.56,3.048,2,0,NA,NA,NA,NA
89,"RES1","131","USACE - IWR","split level, no basement, structure",10,0.63,3.048,1,0,NA,NA,NA,NA
90,"RES1","132","USACE - Chicago","one story, no basement, structure",10,0.46,3.048,1,0,NA,NA,NA,NA
91,"RES1","133","USACE - Chicago","one story, w/ basement, structure",10,0.53,3.048,1,1,NA,NA,NA,NA
92,"RES1","134","USACE - Chicago","split level, no basement, structure",10,0.45,3.048,1,0,NA,NA,NA,NA
93,"RES1","135","USACE - Chicago","split level, w/ basement, structure",10,0.5,3.048,1,1,NA,NA,NA,NA
94,"RES1","136","USACE - Chicago","two story, no basement, structure",10,0.38,3.048,2,0,NA,NA,NA,NA
95,"RES1","137","USACE - Chicago","two story, w/ basement, structure",10,0.46,3.048,2,1,NA,NA,NA,NA
96,"RES1","138","USACE - Galveston","one & 1/2 story, no basement, structure",10,0.5,3.048,1.5,0,NA,NA,NA,NA
97,"RES1","139","USACE - Galveston","one story, no basement, structure",10,0.6,3.048,1,0,NA,NA,NA,NA
98,"RES1","140","USACE - Galveston","two story, no basement, structure",10,0.44,3.048,2,0,NA,NA,NA,NA
99,"RES1","141","USACE - New Orleans","one story, pier foundation, structure, fresh water, short",10,0.78,3.048,1,0,"fresh","short","pier",NA
100,"RES1","168","USACE - New Orleans","two story, structure,  salt water, long duration",10,0.83,3.048,2,0,"salt","long",NA,NA
101,"RES1","169","USACE - New Orleans","two story, pier foundation, structure, fresh water, short",10,0.62,3.048,2,0,"fresh","short","pier",NA
102,"RES1","170","USACE - New Orleans","two story, slab foundation, structure, fresh water, long",10,0.55,3.048,2,0,"fresh","long","slab",NA
103,"RES1","171","USACE - New Orleans","two story, pier foundation, structure, salt  water, short",10,0.71,3.048,2,0,"salt","short","pier",NA
104,"RES1","146","USACE - New Orleans","one story, pier foundation, structure, salt water, long",10,0.98,3.048,1,0,"salt","long","pier",NA
105,"RES1","147","USACE - New Orleans","one story, slab foundation, structure, salt water, short",10,0.62,3.048,1,0,"salt","short","slab",NA
106,"RES1","148","USACE - New Orleans","one story, slab foundation, structure, salt water, long",10,0.92,3.048,1,0,"salt","long","slab",NA
107,"RES1","149","USACE - New Orleans","one story, structure,  fresh water, short duration",10,0.89,3.048,1,0,"fresh","short",NA,NA
108,"RES1","123","FIA","three or more floors, w/ basement, structure, a-zone",10,0.45,3.048,3,1,NA,NA,NA,"a-zone"
109,"RES1","164","USACE - New Orleans","two story, slab foundation, structure, salt water, long",10,0.8,3.048,2,0,"salt","long","slab",NA
110,"RES1","165","USACE - New Orleans","two story, structure, fresh water, short duration",10,0.78,3.048,2,0,"fresh","short",NA,NA
111,"RES1","166","USACE - New Orleans","two story, structure,  fresh water, long duration",10,0.78,3.048,2,0,"fresh","long",NA,NA
112,"RES1","167","USACE - New Orleans","two story, structure, salt water, short duration",10,0.83,3.048,2,0,"salt","short",NA,NA
113,"RES1","159","USACE - New Orleans","two story, slab foundation, structure, fresh water, short",10,0.4,3.048,2,0,"fresh","short","slab",NA
114,"RES1","160","USACE - New Orleans","two story, slab foundation, structure, fresh water, long",10,0.47,3.048,2,0,"fresh","long","slab",NA
115,"RES1","161","USACE - New Orleans","two story, pier foundation, structure, salt water, short",10,0.51,3.048,2,0,"salt","short","pier",NA
116,"RES1","162","USACE - New Orleans","two story, pier foundation, structure, salt  water, long",10,0.94,3.048,2,0,"salt","long","pier",NA
117,"RES1","176","USACE - Wilmington","one & 1/2 story, structure",10,0.42,3.048,1.5,0,NA,NA,NA,NA
118,"RES1","177","USACE - Wilmington","one & 1/2 story w/ 1/2 living area below, structure",10,0.27,3.048,1.5,0,NA,NA,NA,NA
119,"RES1","178","USACE - Wilmington","one story, pile foundation, structure",10,0.54,3.048,1,0,NA,NA,"pile",NA
120,"RES1","179","USACE - Wilmington","one story, structure",10,0.52,3.048,1,0,NA,NA,NA,NA
121,"RES1","180","USACE - Wilmington","one story w/ 1/2 living area below, structure",10,0.32,3.048,1,0,NA,NA,NA,NA
122,"RES1","172","USACE - New Orleans","two story, slab foundation, structure, salt water, long",10,0.66,3.048,2,0,"salt","long","slab",NA
123,"RES1","173","USACE - St. Paul","one story, structure",10,0.59,3.048,1,0,NA,NA,NA,NA
124,"RES1","174","USACE - St. Paul","two story, structure",10,0.45,3.048,2,0,NA,NA,NA,NA
125,"RES1","175","USACE - Wilmington","one & 1/2 story, pile foundation, structure",10,0.43,3.048,1.5,0,NA,NA,"pile",NA
126,"RES1","163","USACE - New Orleans","two story, slab foundation, structure, salt water, short",10,0.44,3.048,2,0,"salt","short","slab",NA
127,"RES2","77","USACE - Galveston","mobile home, contents",10,1,3.048,NA,0,NA,NA,NA,NA
128,"RES2","80","USACE - Wilmington","mobile home, contents",10,1,3.048,NA,0,NA,NA,NA,NA
129,"RES2","76","USACE - Chicago","mobile home, contents",10,0.83,3.048,NA,0,NA,NA,NA,NA
130,"RES2","200","USACE - New Orleans","mobile home, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
131,"RES2","79","USACE - New Orleans","mobile home, contents, salt water, long duration",10,0.95,3.048,NA,0,"salt","long",NA,NA
132,"RES2","202","USACE - New Orleans","mobile home, structure, salt water, long duration",10,0.63,3.048,NA,0,"salt","long",NA,NA
133,"RES2","203","USACE - Wilmington","mobile home, structure",10,0.98,3.048,NA,0,NA,NA,NA,NA
134,"RES2","195","USACE - New Orleans","mobile home, structure, salt water, short duration",10,0.67,3.048,NA,0,"salt","short",NA,NA
135,"RES2","201","USACE - New Orleans","mobile home, structure, fresh water, short duration",10,0.63,3.048,NA,0,"fresh","short",NA,NA
136,"RES2","197","USACE - New Orleans","mobile home, structure, fresh water, short duration",10,0.9,3.048,NA,0,"fresh","short",NA,NA
137,"RES2","198","USACE - New Orleans","mobile home, structure, fresh water, long duration",10,0.99,3.048,NA,0,"fresh","long",NA,NA
138,"RES2","199","USACE - New Orleans","mobile home, structure, salt water, short duration",10,0.96,3.048,NA,0,"salt","short",NA,NA
139,"RES2","74","FIA","mobile home, contents, a-zone",10,0.83,3.048,NA,0,NA,NA,NA,"a-zone"
140,"RES2","75","FIA","mobile home, contents, v-zone",10,0.83,3.048,NA,0,NA,NA,NA,"v-zone"
141,"RES2","191","USACE - Chicago","mobile home, structure",10,0.82,3.048,NA,0,NA,NA,NA,NA
142,"RES2","78","USACE - New Orleans","mobile home, contents, fresh water, short duration",10,0.85,3.048,NA,0,"fresh","short",NA,NA
143,"RES2","189","FIA","mobile home, structure, a-zone",10,0.85,3.048,NA,0,NA,NA,NA,"a-zone"
144,"RES2","190","FIA","mobile home, structure, v-zone",10,0.85,3.048,NA,0,NA,NA,NA,"v-zone"
145,"RES2","194","USACE - New Orleans","mobile home, structure, fresh water, long duration",10,0.97,3.048,NA,0,"fresh","long",NA,NA
146,"RES2","192","USACE - Galveston","mobile home, structure",10,0.98,3.048,NA,0,NA,NA,NA,NA
147,"RES2","193","USACE - New Orleans","mobile home, structure, fresh water, short duration",10,0.66,3.048,NA,0,"fresh","short",NA,NA
148,"RES2","196","USACE - New Orleans","mobile home, structure, salt water, long duration",10,0.98,3.048,NA,0,"salt","long",NA,NA
149,"RES4","85","USACE - Galveston","average hotel/motel, contents (equipment/inventory)",10,0.65,3.048,NA,0,NA,NA,NA,NA
150,"RES4","86","USACE - Galveston","hotel, contents (equipment)",10,0.54,3.048,NA,0,NA,NA,NA,NA
151,"RES4","87","USACE - Galveston","motel unit, contents (inventory)",10,0.76,3.048,NA,0,NA,NA,NA,NA
152,"RES4","212","USACE - Wilmington","hotel, structure",10,0.7,3.048,NA,0,NA,NA,NA,NA
153,"RES4","213","USACE - Wilmington","motel, structure",10,0.75,3.048,NA,0,NA,NA,NA,NA
154,"RES4","209","USACE - Galveston","average hotel & motel, structure",10,0.26,3.048,NA,0,NA,NA,NA,NA
155,"RES4","210","USACE - Galveston","hotel, structure",10,0.15,3.048,NA,0,NA,NA,NA,NA
156,"RES4","211","USACE - Galveston","motel unit, structure",10,0.37,3.048,NA,0,NA,NA,NA,NA
157,"RES5","214","USACE - Galveston","nursing home, structure",10,0.26,3.048,NA,0,NA,NA,NA,NA
158,"RES5","88","USACE - Galveston","average institutional dormitory, contents",10,1,3.048,NA,0,NA,NA,NA,NA
159,"RES6","89","USACE - Galveston","nursing home, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
160,"RES6","215","USACE - Galveston","nursing home, structure",10,0.26,3.048,NA,0,NA,NA,NA,NA
161,"RES6","216","USACE - Wilmington","rest home, structure",10,0.78,3.048,NA,0,NA,NA,NA,NA
162,"COM1","118","USACE - Galveston","gift shop, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
163,"COM1","95","USACE - Galveston","bait stand, contents (inventory)",10,0.6,3.048,NA,0,NA,NA,NA,NA
164,"COM1","96","USACE - Galveston","bakery, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
165,"COM1","93","USACE - Galveston","appliance sales, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
166,"COM1","94","USACE - Galveston","large auto dealer, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
167,"COM1","90","USACE - Galveston","average retail trade contents (inventory/equipment)",10,0.89,3.048,NA,0,NA,NA,NA,NA
168,"COM1","91","USACE - Galveston","antique, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
169,"COM1","92","USACE - Galveston","appliance sales, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
170,"COM1","107","USACE - Galveston","crafts, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
171,"COM1","108","USACE - Galveston","chain drug store, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
172,"COM1","109","USACE - Galveston","fabric store, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
173,"COM1","110","USACE - Galveston","fabric store, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
174,"COM1","111","USACE - Galveston","feed store, contents (equipment)",10,0.8,3.048,NA,0,NA,NA,NA,NA
175,"COM1","112","USACE - Galveston","feed store, contents (inventory)",10,0.25,3.048,NA,0,NA,NA,NA,NA
176,"COM1","113","USACE - Galveston","florist, contents (equipment)",10,0.99,3.048,NA,0,NA,NA,NA,NA
177,"COM1","114","USACE - Galveston","florist, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
178,"COM1","115","USACE - Galveston","fruit stand, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
179,"COM1","116","USACE - Galveston","large furniture store, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
180,"COM1","117","USACE - Galveston","gas/butane supply, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
181,"COM1","227","USACE - Galveston","crafts, structure",10,0.5,3.048,NA,0,NA,NA,NA,NA
182,"COM1","228","USACE - Galveston","drug store, structure",10,0.22,3.048,NA,0,NA,NA,NA,NA
183,"COM1","119","USACE - Galveston","greenhouse, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
184,"COM1","120","USACE - Galveston","greenhouse, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
185,"COM1","121","USACE - Galveston","small grocery, contents (equipment)",10,0.4,3.048,NA,0,NA,NA,NA,NA
186,"COM1","122","USACE - Galveston","small grocery, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
187,"COM1","123","USACE - Galveston","medium grocery, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
188,"COM1","124","USACE - Galveston","medium grocery, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
189,"COM1","125","USACE - Galveston","gun shop, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
190,"COM1","126","USACE - Galveston","gun shop, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
191,"COM1","127","USACE - Galveston","hardware, contents (equipment)",10,0.84,3.048,NA,0,NA,NA,NA,NA
192,"COM1","128","USACE - Galveston","hardware, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
193,"COM1","129","USACE - Galveston","hobby shop, contents (equipment)",10,0.9,3.048,NA,0,NA,NA,NA,NA
194,"COM1","130","USACE - Galveston","hobby shop, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
195,"COM1","131","USACE - Galveston","lawnmower, contents (equipment)",10,0.98,3.048,NA,0,NA,NA,NA,NA
196,"COM1","132","USACE - Galveston","lawnmower, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
197,"COM1","133","USACE - Galveston","liquor store, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
198,"COM1","134","USACE - Galveston","liquor store, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
199,"COM1","135","USACE - Galveston","meat market, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
200,"COM1","136","USACE - Galveston","meat market, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
201,"COM1","97","USACE - Galveston","bakery, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
202,"COM1","98","USACE - Galveston","boat sales/service, contents (equipment)",10,0.96,3.048,NA,0,NA,NA,NA,NA
203,"COM1","99","USACE - Galveston","boat sales/service, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
204,"COM1","100","USACE - Galveston","book store, contents (inventory)",10,0.73,3.048,NA,0,NA,NA,NA,NA
205,"COM1","101","USACE - Galveston","camera store, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
206,"COM1","102","USACE - Galveston","carpet and paint shop, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
207,"COM1","103","USACE - Galveston","carpet and paint shop, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
208,"COM1","104","USACE - Galveston","mens clothing, contents (equipment)",10,1,3.048,NA,0,NA,NA,NA,NA
209,"COM1","105","USACE - Galveston","mens clothing, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
210,"COM1","106","USACE - Galveston","crafts, contents (equipment)",10,0.6,3.048,NA,0,NA,NA,NA,NA
211,"COM1","217","USACE - Galveston","average retail, structure",10,0.38,3.048,NA,0,NA,NA,NA,NA
212,"COM1","218","USACE - Galveston","antique, structure",10,0.35,3.048,NA,0,NA,NA,NA,NA
213,"COM1","219","USACE - Galveston","auto dealer big, structure",10,0.35,3.048,NA,0,NA,NA,NA,NA
214,"COM1","220","USACE - Galveston","bait stand, structure",10,0.43,3.048,NA,0,NA,NA,NA,NA
215,"COM1","221","USACE - Galveston","bakery, structure",10,0.43,3.048,NA,0,NA,NA,NA,NA
216,"COM1","222","USACE - Galveston","boat sales/service, structure",10,0.6,3.048,NA,0,NA,NA,NA,NA
217,"COM1","223","USACE - Galveston","book store, structure",10,0.23,3.048,NA,0,NA,NA,NA,NA
218,"COM1","224","USACE - Galveston","camera store, structure",10,0.23,3.048,NA,0,NA,NA,NA,NA
219,"COM1","225","USACE - Galveston","carpet and paint shop, structure",10,0.6,3.048,NA,0,NA,NA,NA,NA
220,"COM1","226","USACE - Galveston","clothing-mens, structure",10,0.32,3.048,NA,0,NA,NA,NA,NA
221,"COM1","307","USACE - New Orleans","gas station, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
222,"COM1","308","USACE - New Orleans","gas station, structure, fresh water, long duration",10,0.96,3.048,NA,0,"fresh","long",NA,NA
223,"COM1","309","USACE - New Orleans","gas station, structure, fresh water, short duration",10,0.96,3.048,NA,0,"fresh","short",NA,NA
224,"COM1","310","USACE - New Orleans","gas station, structure, composite water & duration",10,1,3.048,NA,0,NA,NA,NA,NA
225,"COM1","311","USACE - New Orleans","large grocery, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
226,"COM1","312","USACE - New Orleans","large grocery, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
227,"COM1","313","USACE - New Orleans","large grocery, structure, fresh water, long duration",10,0.96,3.048,NA,0,"fresh","long",NA,NA
228,"COM1","314","USACE - New Orleans","large grocery,  structure, fresh water, short duration",10,0.96,3.048,NA,0,"fresh","short",NA,NA
229,"COM1","315","USACE - New Orleans","large grocery, structure, composite water & duration",10,1,3.048,NA,0,NA,NA,NA,NA
230,"COM1","316","USACE - New Orleans","neigborhood grocery, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
231,"COM1","317","USACE - New Orleans","neigborhood grocery, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
232,"COM1","318","USACE - New Orleans","neigborhood grocery, structure, fresh water, long duration",10,0.96,3.048,NA,0,"fresh","long",NA,NA
233,"COM1","319","USACE - New Orleans","neigborhood grocery, structure, fresh water, short duration",10,0.96,3.048,NA,0,"fresh","short",NA,NA
234,"COM1","320","USACE - New Orleans","neigborhood grocery, structure, composite water & duration",10,1,3.048,NA,0,NA,NA,NA,NA
235,"COM1","321","USACE - New Orleans","home repair store, structure, salt water, long duration",10,0.84,3.048,NA,0,"salt","long",NA,NA
236,"COM1","322","USACE - New Orleans","home repair store, structure, salt water, short duration",10,0.8,3.048,NA,0,"salt","short",NA,NA
237,"COM1","323","USACE - New Orleans","home repair store, structure, fresh water, long duration",10,0.76,3.048,NA,0,"fresh","long",NA,NA
238,"COM1","324","USACE - New Orleans","home repair store, structure, fresh water, short duration",10,0.76,3.048,NA,0,"fresh","short",NA,NA
239,"COM1","325","USACE - New Orleans","home repair store, structure, composite water & duration",10,0.99,3.048,NA,0,NA,NA,NA,NA
240,"COM1","326","USACE - New Orleans","liquor store, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
241,"COM1","327","USACE - New Orleans","liquor store, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
242,"COM1","328","USACE - New Orleans","liquor store, structure, fresh water, long duration",10,0.96,3.048,NA,0,"fresh","long",NA,NA
243,"COM1","329","USACE - New Orleans","liquor store, structure, fresh water, short duration",10,0.96,3.048,NA,0,"fresh","short",NA,NA
244,"COM1","330","USACE - New Orleans","liquor store, structure, composite water & duration",10,1,3.048,NA,0,NA,NA,NA,NA
245,"COM1","331","USACE - New Orleans","shoe store, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
246,"COM1","332","USACE - New Orleans","shoe store, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
247,"COM1","333","USACE - New Orleans","shoe store, structure, fresh water, long duration",10,0.97,3.048,NA,0,"fresh","long",NA,NA
248,"COM1","334","USACE - New Orleans","shoe store, structure, fresh water, short duration",10,0.97,3.048,NA,0,"fresh","short",NA,NA
249,"COM1","335","USACE - New Orleans","shoe store, structure, composite water & duration",10,0.97,3.048,NA,0,NA,NA,NA,NA
250,"COM1","336","USACE - New Orleans","wine store, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
251,"COM1","337","USACE - New Orleans","wine store, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
252,"COM1","338","USACE - New Orleans","wine store, structure, fresh water, long duration",10,0.96,3.048,NA,0,"fresh","long",NA,NA
253,"COM1","339","USACE - New Orleans","wine store, structure, fresh water, short duration",10,0.96,3.048,NA,0,"fresh","short",NA,NA
254,"COM1","340","USACE - New Orleans","wine store, structure, composite water & duration",10,1,3.048,NA,0,NA,NA,NA,NA
255,"COM1","260","USACE - Galveston","vacuum cleaner sales, structure",10,0.55,3.048,NA,0,NA,NA,NA,NA
256,"COM1","261","USACE - Galveston","video games, structure",10,0.2,3.048,NA,0,NA,NA,NA,NA
257,"COM1","262","USACE - Wilmington","appliances, structure",10,0.66,3.048,NA,0,NA,NA,NA,NA
258,"COM1","263","USACE - Wilmington","auto dealership, structure",10,0.78,3.048,NA,0,NA,NA,NA,NA
259,"COM1","264","USACE - Wilmington","bait stand, structure",10,0.9,3.048,NA,0,NA,NA,NA,NA
260,"COM1","265","USACE - Wilmington","book store, structure",10,0.87,3.048,NA,0,NA,NA,NA,NA
261,"COM1","266","USACE - Wilmington","clothing, structure",10,0.91,3.048,NA,0,NA,NA,NA,NA
262,"COM1","267","USACE - Wilmington","department store, structure",10,0.75,3.048,NA,0,NA,NA,NA,NA
263,"COM1","268","USACE - Wilmington","drug, super, structure",10,0.86,3.048,NA,0,NA,NA,NA,NA
264,"COM1","229","USACE - Galveston","fabric store, structure",10,0.8,3.048,NA,0,NA,NA,NA,NA
265,"COM1","230","USACE - Galveston","feed store, structure",10,0.44,3.048,NA,0,NA,NA,NA,NA
266,"COM1","231","USACE - Galveston","flea market, structure",10,0.04,3.048,NA,0,NA,NA,NA,NA
267,"COM1","232","USACE - Galveston","florist, structure",10,0.26,3.048,NA,0,NA,NA,NA,NA
268,"COM1","233","USACE - Galveston","fruit stand, structure",10,0.43,3.048,NA,0,NA,NA,NA,NA
269,"COM1","234","USACE - Galveston","large furniture, structure",10,0.17,3.048,NA,0,NA,NA,NA,NA
270,"COM1","235","USACE - Galveston","gas/butane supply, structure",10,0.69,3.048,NA,0,NA,NA,NA,NA
271,"COM1","236","USACE - Galveston","gift shop, structure",10,0.31,3.048,NA,0,NA,NA,NA,NA
272,"COM1","237","USACE - Galveston","greenhouse, structure",10,0.52,3.048,NA,0,NA,NA,NA,NA
273,"COM1","238","USACE - Galveston","small grocery, structure",10,0.38,3.048,NA,0,NA,NA,NA,NA
274,"COM1","239","USACE - Galveston","medium grocery, structure",10,0.37,3.048,NA,0,NA,NA,NA,NA
275,"COM1","240","USACE - Galveston","gun shop, structure",10,0.2,3.048,NA,0,NA,NA,NA,NA
276,"COM1","241","USACE - Galveston","hardware, structure",10,0.21,3.048,NA,0,NA,NA,NA,NA
277,"COM1","242","USACE - Galveston","hobby shop, structure",10,0.39,3.048,NA,0,NA,NA,NA,NA
278,"COM1","243","USACE - Galveston","lawnmower, structure",10,0.35,3.048,NA,0,NA,NA,NA,NA
279,"COM1","244","USACE - Galveston","liquor store, structure",10,0.16,3.048,NA,0,NA,NA,NA,NA
280,"COM1","245","USACE - Galveston","meat market, structure",10,0.38,3.048,NA,0,NA,NA,NA,NA
281,"COM1","246","USACE - Galveston","motorcycle dealer, structure",10,0.8,3.048,NA,0,NA,NA,NA,NA
282,"COM1","247","USACE - Galveston","music center, structure",10,0.27,3.048,NA,0,NA,NA,NA,NA
283,"COM1","248","USACE - Galveston","nursery, structure",10,0.41,3.048,NA,0,NA,NA,NA,NA
284,"COM1","249","USACE - Galveston","paint store, structure",10,0.83,3.048,NA,0,NA,NA,NA,NA
285,"COM1","250","USACE - Galveston","pawn shop, structure",10,0.5,3.048,NA,0,NA,NA,NA,NA
286,"COM1","251","USACE - Galveston","remnant shop, structure",10,0.5,3.048,NA,0,NA,NA,NA,NA
287,"COM1","252","USACE - Galveston","service station, structure",10,0.23,3.048,NA,0,NA,NA,NA,NA
288,"COM1","253","USACE - Galveston","shoe repair, structure",10,0.3,3.048,NA,0,NA,NA,NA,NA
289,"COM1","254","USACE - Galveston","toy store, structure",10,0.2,3.048,NA,0,NA,NA,NA,NA
290,"COM1","255","USACE - Galveston","tractor sales, structure",10,0.25,3.048,NA,0,NA,NA,NA,NA
291,"COM1","256","USACE - Galveston","trophy shop, structure",10,0.2,3.048,NA,0,NA,NA,NA,NA
292,"COM1","257","USACE - Galveston","upholstery shop, structure",10,0.3,3.048,NA,0,NA,NA,NA,NA
293,"COM1","258","USACE - Galveston","used appliances/cloth, structure",10,0.4,3.048,NA,0,NA,NA,NA,NA
294,"COM1","259","USACE - Galveston","used furniture, structure",10,0.5,3.048,NA,0,NA,NA,NA,NA
295,"COM1","300","USACE - New Orleans","department store, structure, composite water & duration",10,0.97,3.048,NA,0,NA,NA,NA,NA
296,"COM1","301","USACE - New Orleans","furniture store, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
297,"COM1","302","USACE - New Orleans","furniture store, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
298,"COM1","303","USACE - New Orleans","furniture store, structure, fresh water, long duration",10,0.97,3.048,NA,0,"fresh","long",NA,NA
299,"COM1","304","USACE - New Orleans","furniture store, structure, fresh water, short duration",10,0.97,3.048,NA,0,"fresh","short",NA,NA
300,"COM1","305","USACE - New Orleans","furniture store, structure, composite water & duration",10,0.97,3.048,NA,0,NA,NA,NA,NA
301,"COM1","306","USACE - New Orleans","gas station, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
302,"COM1","155","USACE - Galveston","tractor sales, contents (inventory)",10,0.88,3.048,NA,0,NA,NA,NA,NA
303,"COM1","156","USACE - Galveston","trailer sales, contents (inventory)",10,1,3.048,NA,0,NA,NA,NA,NA
304,"COM1","269","USACE - Wilmington","furniture, structure",10,0.62,3.048,NA,0,NA,NA,NA,NA
305,"COM1","270","USACE - Wilmington","hardware, structure",10,0.55,3.048,NA,0,NA,NA,NA,NA
306,"COM1","271","USACE - Wilmington","liquor, structure",10,0.56,3.048,NA,0,NA,NA,NA,NA
307,"COM1","272","USACE - Wilmington","drive thru market, structure",10,0.97,3.048,NA,0,NA,NA,NA,NA
308,"COM1","273","USACE - Wilmington","supermarket, structure",10,0.9,3.048,NA,0,NA,NA,NA,NA
309,"COM1","274","USACE - Wilmington","service station, structure",10,0.61,3.048,NA,0,NA,NA,NA,NA
310,"COM1","275","USACE - Wilmington","variety store, structure",10,0.57,3.048,NA,0,NA,NA,NA,NA
311,"COM1","276","USACE - New Orleans","bakery, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
312,"COM1","277","USACE - New Orleans","bakery, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
313,"COM1","278","USACE - New Orleans","bakery, structure, fresh water, long duration",10,0.96,3.048,NA,0,"fresh","long",NA,NA
314,"COM1","279","USACE - New Orleans","bakery, structure, fresh water, short duration",10,0.96,3.048,NA,0,"fresh","short",NA,NA
315,"COM1","280","USACE - New Orleans","bakery, structure, composite water & duration",10,1,3.048,NA,0,NA,NA,NA,NA
316,"COM1","281","USACE - New Orleans","candy store, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
317,"COM1","282","USACE - New Orleans","candy store, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
318,"COM1","283","USACE - New Orleans","candy store, structure, fresh water, long duration",10,0.96,3.048,NA,0,"fresh","long",NA,NA
319,"COM1","284","USACE - New Orleans","candy store, structure, fresh water, short duration",10,0.96,3.048,NA,0,"fresh","short",NA,NA
320,"COM1","285","USACE - New Orleans","candy store, structure, composite water & duration",10,1,3.048,NA,0,NA,NA,NA,NA
321,"COM1","286","USACE - New Orleans","clothing store, structure, salt water, long duration",10,1,3.048,NA,0,"salt","long",NA,NA
322,"COM1","287","USACE - New Orleans","clothing store, structure, salt water, short duration",10,1,3.048,NA,0,"salt","short",NA,NA
323,"COM1","288","USACE - New Orleans","clothing store, structure, fresh water, long duration",10,0.97,3.048,NA,0,"fresh","long",NA,NA
324,"COM1","289","USACE - New Orleans","clothing store, structure, fresh water, short duration",10,0.97,3.048,NA,0,"fresh","short",NA,NA
325,"COM1","290","USACE - New Orleans","clothing store, structure, composite water & duration",10,0.97,3.048,NA,0,NA,NA,NA,NA
